"outcome_id","big_task","subtask","class_label","comparison","p_value","estimate","conf_low","conf_high","statistic","parameter","method","log2_p"
"signature | ImmuneSignatureScore | Class 47","signature","ImmuneSignatureScore","Class 47","radiomics vs radiopathomics",3.21098571820074e-05,-0.47786024702989,-0.541920957770384,-0.413799536289395,-20.7108651855166,4,"Paired t-test",14.9266242261675
"signature | ImmuneSignatureScore | Class 47","signature","ImmuneSignatureScore","Class 47","pathomics vs radiopathomics",0.287678079555703,0.00732514432027491,-0.00927319401179957,0.0239234826523494,1.22529500760892,4,"Paired t-test",1.79747279984808
"signature | ImmuneSignatureScore | Class 48","signature","ImmuneSignatureScore","Class 48","radiomics vs pathomics",0.000233603115961488,-0.397874600193511,-0.486055386684092,-0.30969381370293,-12.5274113574367,4,"Paired t-test",12.0636528615293
"signature | ImmuneSignatureScore | Class 48","signature","ImmuneSignatureScore","Class 48","radiomics vs radiopathomics",0.000233299352613396,-0.394580489094695,-0.482002158382824,-0.307158819806567,-12.5315734242367,4,"Paired t-test",12.0655300755824
"signature | ImmuneSignatureScore | Class 48","signature","ImmuneSignatureScore","Class 48","pathomics vs radiopathomics",0.4947357246989,0.00329411109881581,-0.00889371084331702,0.0154819330409486,0.750414526870284,4,"Paired t-test",1.01527001510973
"signature | ImmuneSignatureScore | Class 49","signature","ImmuneSignatureScore","Class 49","radiomics vs pathomics",0.000216631782094189,-0.292809640850009,-0.356467775384329,-0.229151506315688,-12.7708720973347,4,"Paired t-test",12.1724674629834
"signature | ImmuneSignatureScore | Class 49","signature","ImmuneSignatureScore","Class 49","radiomics vs radiopathomics",0.000130738613084238,-0.288388002841348,-0.343523429879653,-0.233252575803042,-14.5223044764004,4,"Paired t-test",12.9010270817372
"signature | ImmuneSignatureScore | Class 49","signature","ImmuneSignatureScore","Class 49","pathomics vs radiopathomics",0.776351640168058,0.004421638008661,-0.035973715296835,0.0448169913141571,0.303907113109296,4,"Paired t-test",0.365217841161721
"signature | ImmuneSignatureScore | Class 50","signature","ImmuneSignatureScore","Class 50","radiomics vs pathomics",8.76235771095057e-05,-0.461017157837287,-0.540652305561698,-0.381382010112876,-16.0731645242767,4,"Paired t-test",13.4783213625743
"signature | ImmuneSignatureScore | Class 50","signature","ImmuneSignatureScore","Class 50","radiomics vs radiopathomics",8.76057743106464e-06,-0.455602831079735,-0.499663085956163,-0.411542576203306,-28.7096898057734,4,"Paired t-test",16.8005426048084
"signature | ImmuneSignatureScore | Class 50","signature","ImmuneSignatureScore","Class 50","pathomics vs radiopathomics",0.749814131714616,0.00541432675755249,-0.0385866641886728,0.0494153177037778,0.341641874436868,4,"Paired t-test",0.415395078593886
"signature | ImmuneSignatureScore | Class 51","signature","ImmuneSignatureScore","Class 51","radiomics vs pathomics",1.22006984453845e-05,-0.431173203749139,-0.476487315531293,-0.385859091966985,-26.4184529710502,4,"Paired t-test",16.3226767352675
"signature | ImmuneSignatureScore | Class 51","signature","ImmuneSignatureScore","Class 51","radiomics vs radiopathomics",1.55332979385512e-05,-0.422511110330204,-0.469692706168885,-0.375329514491523,-24.863061185528,4,"Paired t-test",15.9742763076562
"signature | ImmuneSignatureScore | Class 51","signature","ImmuneSignatureScore","Class 51","pathomics vs radiopathomics",0.208736519182814,0.00866209341893491,-0.00740316428915729,0.0247273511270271,1.49700847074826,4,"Paired t-test",2.26024506777308
"signature | ImmuneSignatureScore | Class 52","signature","ImmuneSignatureScore","Class 52","radiomics vs pathomics",0.000401609339983209,-0.336529317662024,-0.42221665744625,-0.250841977877798,-10.9042383522599,4,"Paired t-test",11.2819195579929
"signature | ImmuneSignatureScore | Class 52","signature","ImmuneSignatureScore","Class 52","radiomics vs radiopathomics",0.000197114450731781,-0.331491531581262,-0.401845096907924,-0.2611379662546,-13.0820383586804,4,"Paired t-test",12.3086788333311
"signature | ImmuneSignatureScore | Class 52","signature","ImmuneSignatureScore","Class 52","pathomics vs radiopathomics",0.523273304700758,0.00503778608076173,-0.0149831758748467,0.0250587480363702,0.698624598357337,4,"Paired t-test",0.934363434555428
"signature | ImmuneSignatureScore | Class 53","signature","ImmuneSignatureScore","Class 53","radiomics vs pathomics",6.9048199891162e-08,-0.492312053428482,-0.50647186578131,-0.478152241075655,-96.5321684293683,4,"Paired t-test",23.7878209556503
"signature | ImmuneSignatureScore | Class 53","signature","ImmuneSignatureScore","Class 53","radiomics vs radiopathomics",2.36874876142923e-07,-0.486041028519259,-0.505069233429273,-0.467012823609244,-70.9192612198222,4,"Paired t-test",22.0093714752836
"signature | ImmuneSignatureScore | Class 53","signature","ImmuneSignatureScore","Class 53","pathomics vs radiopathomics",0.10224235991669,0.0062710249092238,-0.00197230878475728,0.0145143586032049,2.11214989713454,4,"Paired t-test",3.28993505340361
"signature | ImmuneSignatureScore | Class 54","signature","ImmuneSignatureScore","Class 54","radiomics vs pathomics",3.9243359876207e-05,-0.453671480859783,-0.517643813414008,-0.389699148305557,-19.6896675814236,4,"Paired t-test",14.6371919091989
"signature | ImmuneSignatureScore | Class 54","signature","ImmuneSignatureScore","Class 54","radiomics vs radiopathomics",1.29200820806739e-05,-0.453443725278963,-0.501789148615185,-0.405098301942741,-26.0409677825734,4,"Paired t-test",16.2400252390021
"signature | ImmuneSignatureScore | Class 54","signature","ImmuneSignatureScore","Class 54","pathomics vs radiopathomics",0.971437288233602,0.000227755580819333,-0.016371502211742,0.0168270133733806,0.0380951290382812,4,"Paired t-test",0.0418072301880418
"signature | ImmuneSignatureScore | Class 55","signature","ImmuneSignatureScore","Class 55","radiomics vs pathomics",0.00366581082797209,-0.147667168330922,-0.214937633768753,-0.0803967028930907,-6.09464768888366,4,"Paired t-test",8.09165194629882
"signature | ImmuneSignatureScore | Class 55","signature","ImmuneSignatureScore","Class 55","radiomics vs radiopathomics",0.00658709438246139,-0.143205301789449,-0.219899659443937,-0.0665109441349609,-5.18423612050973,4,"Paired t-test",7.24614206289184
"signature | ImmuneSignatureScore | Class 55","signature","ImmuneSignatureScore","Class 55","pathomics vs radiopathomics",0.527390195905096,0.0044618665414732,-0.0134575218388752,0.0223812549218216,0.691325354201526,4,"Paired t-test",0.923057342893398
"signature | ImmuneSignatureScore | Class 56","signature","ImmuneSignatureScore","Class 56","radiomics vs pathomics",0.00017728716076739,-0.415045930908699,-0.500785621857133,-0.329306239960266,-13.4401259271716,4,"Paired t-test",12.4616243202893
"signature | ImmuneSignatureScore | Class 56","signature","ImmuneSignatureScore","Class 56","radiomics vs radiopathomics",0.000229884170414559,-0.403701244210679,-0.492807605303703,-0.314594883117655,-12.5788364568144,4,"Paired t-test",12.0868052525567
"signature | ImmuneSignatureScore | Class 56","signature","ImmuneSignatureScore","Class 56","pathomics vs radiopathomics",0.017141082627818,0.0113446866980203,0.00332456357784326,0.0193648098181974,3.92735864284657,4,"Paired t-test",5.86639795707703
"signature | ImmuneSignatureScore | Class 57","signature","ImmuneSignatureScore","Class 57","radiomics vs pathomics",0.000183058004065887,-0.338175453332119,-0.408607485353093,-0.267743421311144,-13.3309455252178,4,"Paired t-test",12.4154115238327
"signature | ImmuneSignatureScore | Class 57","signature","ImmuneSignatureScore","Class 57","radiomics vs radiopathomics",0.000357609898030396,-0.336012852887617,-0.419057107788646,-0.252968597986588,-11.2340250604357,4,"Paired t-test",11.4493257111441
"signature | ImmuneSignatureScore | Class 57","signature","ImmuneSignatureScore","Class 57","pathomics vs radiopathomics",0.69621304090606,0.00216260044450225,-0.0121409686427582,0.0164661695317627,0.419779244047882,4,"Paired t-test",0.522399257162602
"signature | ImmuneSignatureScore | Class 58","signature","ImmuneSignatureScore","Class 58","radiomics vs pathomics",0.000128736487791532,-0.233364854714614,-0.277806193382367,-0.188923516046861,-14.5793247463026,4,"Paired t-test",12.9232913648781
"signature | ImmuneSignatureScore | Class 58","signature","ImmuneSignatureScore","Class 58","radiomics vs radiopathomics",0.000446686163557437,-0.215918140349771,-0.272420156012776,-0.159416124686765,-10.6099730578292,4,"Paired t-test",11.1284508127888
"signature | ImmuneSignatureScore | Class 58","signature","ImmuneSignatureScore","Class 58","pathomics vs radiopathomics",0.109862083857111,0.0174467143648436,-0.00619837293669963,0.0410918016663867,2.04862194342131,4,"Paired t-test",3.18623453270981
"signature | ImmuneSignatureScore | Class 59","signature","ImmuneSignatureScore","Class 59","radiomics vs pathomics",1.0389204913486e-05,-0.50487514913247,-0.555835815103471,-0.453914483161469,-27.5066683261657,4,"Paired t-test",16.5545552255135
"signature | ImmuneSignatureScore | Class 59","signature","ImmuneSignatureScore","Class 59","radiomics vs radiopathomics",9.72760892349747e-07,-0.493015236736393,-0.520500807480633,-0.465529665992153,-49.8017579318983,4,"Paired t-test",19.9714114345534
"signature | ImmuneSignatureScore | Class 59","signature","ImmuneSignatureScore","Class 59","pathomics vs radiopathomics",0.544225550753392,0.011859912396077,-0.03788886942216,0.0616086942143139,0.661893508075641,4,"Paired t-test",0.877723403864116
"signature | ImmuneSignatureScore | Class 60","signature","ImmuneSignatureScore","Class 60","radiomics vs pathomics",4.65532080145907e-06,-0.523834378057057,-0.567062966252127,-0.480605789861986,-33.6443417566134,4,"Paired t-test",17.7126879809757
"signature | ImmuneSignatureScore | Class 60","signature","ImmuneSignatureScore","Class 60","radiomics vs radiopathomics",4.21660546065216e-06,-0.519194729227872,-0.560990256422991,-0.477399202032754,-34.4897112525855,4,"Paired t-test",17.8554865314845
"signature | ImmuneSignatureScore | Class 60","signature","ImmuneSignatureScore","Class 60","pathomics vs radiopathomics",0.239431874049258,0.00463964882918408,-0.00468851041917154,0.0139678080775397,1.38095093990764,4,"Paired t-test",2.06231287296582
"signature | ImmuneSignatureScore | Class 61","signature","ImmuneSignatureScore","Class 61","radiomics vs pathomics",7.01957129194966e-05,-0.42775832144763,-0.497616176484999,-0.357900466410262,-17.0009156043454,4,"Paired t-test",13.7982575512951
"signature | ImmuneSignatureScore | Class 61","signature","ImmuneSignatureScore","Class 61","radiomics vs radiopathomics",7.96191473648705e-05,-0.427621487776548,-0.499718224579373,-0.355524750973722,-16.4677021355572,4,"Paired t-test",13.6165250526315
"signature | ImmuneSignatureScore | Class 61","signature","ImmuneSignatureScore","Class 61","pathomics vs radiopathomics",0.963474685865662,0.000136833671082726,-0.00766029412544602,0.00793396146761147,0.0487245029474846,4,"Paired t-test",0.0536813329391074
"signature | ImmuneSignatureScore | Class 62","signature","ImmuneSignatureScore","Class 62","radiomics vs pathomics",0.00012566773002957,-0.249555841058924,-0.296790329477604,-0.202321352640243,-14.6689022487126,4,"Paired t-test",12.9580981490693
"signature | ImmuneSignatureScore | Class 62","signature","ImmuneSignatureScore","Class 62","radiomics vs radiopathomics",0.000131481649740747,-0.247514982356813,-0.294904259019204,-0.200125705694422,-14.5014190894599,4,"Paired t-test",12.8928509159661
"signature | ImmuneSignatureScore | Class 62","signature","ImmuneSignatureScore","Class 62","pathomics vs radiopathomics",0.417946218410241,0.00204085870211046,-0.00423942137036657,0.00832113877458749,0.902241952346565,4,"Paired t-test",1.2586107875688
"signature | ImmuneSignatureScore | Class 63","signature","ImmuneSignatureScore","Class 63","radiomics vs pathomics",2.32213942507954e-05,-0.419646622504031,-0.471494984259117,-0.367798260748945,-22.4717960514888,4,"Paired t-test",15.394185877844
"signature | ImmuneSignatureScore | Class 63","signature","ImmuneSignatureScore","Class 63","radiomics vs radiopathomics",1.8597856916469e-06,-0.415684867634198,-0.442942273584671,-0.388427461683725,-42.3417480792129,4,"Paired t-test",19.0364321842336
"signature | ImmuneSignatureScore | Class 63","signature","ImmuneSignatureScore","Class 63","pathomics vs radiopathomics",0.871942534814681,0.00396175486983266,-0.0600670283075766,0.0679905380472419,0.171791409589388,4,"Paired t-test",0.197695037258707
"signature | ImmuneSignatureScore | Class 64","signature","ImmuneSignatureScore","Class 64","radiomics vs pathomics",0.00347022865057874,-0.214271996462557,-0.310440609045968,-0.118103383879145,-6.18616011792233,4,"Paired t-test",8.17075356070919
"signature | ImmuneSignatureScore | Class 64","signature","ImmuneSignatureScore","Class 64","radiomics vs radiopathomics",0.00276296496965067,-0.205840839337467,-0.292706928474387,-0.118974750200547,-6.57915875466085,4,"Paired t-test",8.49956701365596
"signature | ImmuneSignatureScore | Class 64","signature","ImmuneSignatureScore","Class 64","pathomics vs radiopathomics",0.0701070729196552,0.00843115712508917,-0.00110598628198791,0.0179683005321663,2.45447131619483,4,"Paired t-test",3.83429618845804
"signature | ImmuneSignatureScore | Class 65","signature","ImmuneSignatureScore","Class 65","radiomics vs pathomics",0.000909416250375888,-0.229589353386168,-0.301810412997088,-0.157368293775248,-8.82626535595951,4,"Paired t-test",10.1027715956922
"signature | ImmuneSignatureScore | Class 65","signature","ImmuneSignatureScore","Class 65","radiomics vs radiopathomics",0.000634409455830544,-0.229221750364797,-0.294889609518515,-0.163553891211079,-9.69152360084479,4,"Paired t-test",10.6222981050741
"signature | ImmuneSignatureScore | Class 65","signature","ImmuneSignatureScore","Class 65","pathomics vs radiopathomics",0.960847347354511,0.000367603021370978,-0.0191722588845774,0.0199074649273194,0.0522332048329711,4,"Paired t-test",0.057620850889471
"signature | ImmuneSignatureScore | Class 66","signature","ImmuneSignatureScore","Class 66","radiomics vs pathomics",3.77812057609922e-06,-0.412463540167574,-0.44476564471769,-0.380161435617457,-35.4522528213005,4,"Paired t-test",18.013899824251
"signature | ImmuneSignatureScore | Class 66","signature","ImmuneSignatureScore","Class 66","radiomics vs radiopathomics",2.15226088050905e-05,-0.402319279788337,-0.451085650938502,-0.353552908638172,-22.9054852503874,4,"Paired t-test",15.5037875135472
"signature | ImmuneSignatureScore | Class 66","signature","ImmuneSignatureScore","Class 66","pathomics vs radiopathomics",0.534652106352239,0.010144260379237,-0.031363388792908,0.0516519095513819,0.678549198461605,4,"Paired t-test",0.90332764766794
"signature | ImmuneSignatureScore | Class 67","signature","ImmuneSignatureScore","Class 67","radiomics vs pathomics",0.000130320474005427,-0.405774401767222,-0.483289252286473,-0.328259551247972,-14.5341227397629,4,"Paired t-test",12.9056486231514
"signature | ImmuneSignatureScore | Class 67","signature","ImmuneSignatureScore","Class 67","radiomics vs radiopathomics",2.60834622632094e-05,-0.403127213277156,-0.454413157465297,-0.351841269089015,-21.8239245819364,4,"Paired t-test",15.226505091891
"signature | ImmuneSignatureScore | Class 67","signature","ImmuneSignatureScore","Class 67","pathomics vs radiopathomics",0.866670027324742,0.00264718849006609,-0.0384227837826652,0.0437171607627974,0.178957353001669,4,"Paired t-test",0.206445283165112
"signature | ImmuneSignatureScore | Class 68","signature","ImmuneSignatureScore","Class 68","radiomics vs pathomics",2.01744336808583e-05,-0.27102969946915,-0.303351773883519,-0.23870762505478,-23.2812743639935,4,"Paired t-test",15.5971122984448
"signature | ImmuneSignatureScore | Class 68","signature","ImmuneSignatureScore","Class 68","radiomics vs radiopathomics",5.51364334372378e-06,-0.267396779357318,-0.290419780229313,-0.244373778485323,-32.2465556649198,4,"Paired t-test",17.4685626213237
"signature | ImmuneSignatureScore | Class 68","signature","ImmuneSignatureScore","Class 68","pathomics vs radiopathomics",0.67834253032584,0.00363292011183167,-0.0189574469531721,0.0262232871768354,0.446500193336632,4,"Paired t-test",0.559914145985605
"signature | StemScoreRNA | Class 1","signature","StemScoreRNA","Class 1","radiomics vs pathomics",3.39767451891413e-06,-0.386876802107448,-0.416379700348,-0.357373903866897,-36.408023197172,4,"Paired t-test",18.1670209135175
"signature | StemScoreRNA | Class 1","signature","StemScoreRNA","Class 1","radiomics vs radiopathomics",1.79875156407701e-06,-0.384521894203636,-0.409526025619272,-0.359517762788,-42.697101261252,4,"Paired t-test",19.0845726278846
"signature | StemScoreRNA | Class 1","signature","StemScoreRNA","Class 1","pathomics vs radiopathomics",0.223451475181314,0.00235490790381196,-0.00218752087146533,0.00689733667908926,1.43937810501634,4,"Paired t-test",2.16196652574297
"signature | StemScoreRNA | Class 2","signature","StemScoreRNA","Class 2","radiomics vs pathomics",7.0430303837256e-05,-0.240537314003746,-0.279852981546498,-0.201221646460994,-16.9865778663663,4,"Paired t-test",13.7934441678908
"signature | StemScoreRNA | Class 2","signature","StemScoreRNA","Class 2","radiomics vs radiopathomics",6.43972073047924e-05,-0.236431445370695,-0.274210898636767,-0.198651992104624,-17.3755539708626,4,"Paired t-test",13.9226423496821
"signature | StemScoreRNA | Class 2","signature","StemScoreRNA","Class 2","pathomics vs radiopathomics",0.122113486482972,0.00410586863305082,-0.00172220705205118,0.00993394431815283,1.95600048536768,4,"Paired t-test",3.0337055513382
"signature | StemnessScoreDNA | Class 1","signature","StemnessScoreDNA","Class 1","radiomics vs pathomics",9.9053289262577e-05,-0.192941662807982,-0.227321399911278,-0.158561925704686,-15.5816181398486,4,"Paired t-test",13.3014355909524
"signature | StemnessScoreDNA | Class 1","signature","StemnessScoreDNA","Class 1","radiomics vs radiopathomics",0.000117083460565025,-0.2106685795152,-0.24983307730319,-0.17150408172721,-14.9346928838525,4,"Paired t-test",13.0601750871953
"signature | StemnessScoreDNA | Class 1","signature","StemnessScoreDNA","Class 1","pathomics vs radiopathomics",0.0617499702810438,-0.0177269167072182,-0.0368517771135785,0.0013979436991422,-2.5734991041104,4,"Paired t-test",4.01741774741589
"signature | StemnessScoreDNA | Class 2","signature","StemnessScoreDNA","Class 2","radiomics vs pathomics",0.000292811019245966,-0.201178522795789,-0.248416025752544,-0.153941019839034,-11.8245269102949,4,"Paired t-test",11.7377425325109
"signature | StemnessScoreDNA | Class 2","signature","StemnessScoreDNA","Class 2","radiomics vs radiopathomics",0.000101320375081868,-0.218041532799949,-0.257117216875811,-0.178965848724088,-15.4925079570445,4,"Paired t-test",13.2687880566072
"signature | StemnessScoreDNA | Class 2","signature","StemnessScoreDNA","Class 2","pathomics vs radiopathomics",0.0567468687973488,-0.0168630100041603,-0.0345042938810968,0.000778273872776295,-2.65395772278012,4,"Paired t-test",4.13931540081021
"signature | StemnessScoreDNA | Class 3","signature","StemnessScoreDNA","Class 3","radiomics vs pathomics",8.22904084418542e-06,-0.175033762862034,-0.191697004872864,-0.158370520851204,-29.1642907080626,4,"Paired t-test",16.8908442856977
"signature | StemnessScoreDNA | Class 3","signature","StemnessScoreDNA","Class 3","radiomics vs radiopathomics",6.85068865651513e-05,-0.193169914332372,-0.224523117919906,-0.161816710744838,-17.1059286373157,4,"Paired t-test",13.8333914540423
"signature | StemnessScoreDNA | Class 3","signature","StemnessScoreDNA","Class 3","pathomics vs radiopathomics",0.172705654234622,-0.0181361514703379,-0.0485108700583912,0.0122385671177155,-1.65776116841952,4,"Paired t-test",2.53361277865217
"signature | StemnessScoreDNA | Class 4","signature","StemnessScoreDNA","Class 4","radiomics vs pathomics",0.0356508855972915,-0.0839300813731046,-0.158704874682299,-0.00915528806391015,-3.11638793361339,4,"Paired t-test",4.8099182749302
"signature | StemnessScoreDNA | Class 4","signature","StemnessScoreDNA","Class 4","radiomics vs radiopathomics",0.00185128455448187,-0.109180237436684,-0.150580639290407,-0.0677798355829613,-7.32198051812283,4,"Paired t-test",9.07725762079448
"signature | StemnessScoreDNA | Class 4","signature","StemnessScoreDNA","Class 4","pathomics vs radiopathomics",0.2521628312954,-0.0252501560635794,-0.0776811315598352,0.0271808194326763,-1.33710409819119,4,"Paired t-test",1.9875724562459
"survival | DFI | Overall","survival","DFI","Overall","radiomics vs pathomics",0.0225672052330717,-0.0701700823453788,-0.124145680612339,-0.0161944840784191,-3.60947146330032,4,"Paired t-test",5.46962842636429
"survival | DFI | Overall","survival","DFI","Overall","radiomics vs radiopathomics",0.0089884967112254,-0.0574649068566309,-0.0910728322149874,-0.0238569814982744,-4.74733735157707,4,"Paired t-test",6.79770443350639
"survival | DFI | Overall","survival","DFI","Overall","pathomics vs radiopathomics",0.172950593605272,0.0127051754887479,-0.00858915352791507,0.033999504505411,1.6565547695262,4,"Paired t-test",2.5315681295147
"survival | DSS | Overall","survival","DSS","Overall","radiomics vs pathomics",0.0128251318305761,-0.0680318249904962,-0.112141430236954,-0.0239222197440386,-4.28221078917285,4,"Paired t-test",6.28488253428618
"survival | DSS | Overall","survival","DSS","Overall","radiomics vs radiopathomics",0.0286762355055712,-0.0632026864160696,-0.115647604961774,-0.0107577678703651,-3.34596361671001,4,"Paired t-test",5.12400054418361
"survival | DSS | Overall","survival","DSS","Overall","pathomics vs radiopathomics",0.806993621454568,0.00482913857442662,-0.046545816957604,0.0562040941064573,0.260980044039732,4,"Paired t-test",0.309370824522139
"survival | OS | Overall","survival","OS","Overall","radiomics vs pathomics",0.0112847463909657,-0.0476458732377603,-0.0774023235098982,-0.0178894229656223,-4.44562944585223,4,"Paired t-test",6.46948219345211
"survival | OS | Overall","survival","OS","Overall","radiomics vs radiopathomics",0.0566978570334448,-0.0500163024121467,-0.10232467244402,0.00229206761972628,-2.65478580058376,4,"Paired t-test",4.14056198204369
"survival | OS | Overall","survival","OS","Overall","pathomics vs radiopathomics",0.863395538379574,-0.00237042917438639,-0.0382531063106092,0.0335122479618364,-0.183413474235996,4,"Paired t-test",0.211906457235428
"survival | PFI | Overall","survival","PFI","Overall","radiomics vs pathomics",0.136357321609735,-0.0289594615741351,-0.0721812617956861,0.0142623386474158,-1.86027317058812,4,"Paired t-test",2.87453592806676
"survival | PFI | Overall","survival","PFI","Overall","radiomics vs radiopathomics",0.00710730206063143,-0.031999406067472,-0.0495069668581173,-0.0144918452768267,-5.07464148819296,4,"Paired t-test",7.13648226946093
"survival | PFI | Overall","survival","PFI","Overall","pathomics vs radiopathomics",0.811096417040354,-0.00303994449333689,-0.0361027493915284,0.0300228604048546,-0.255278976922489,4,"Paired t-test",0.30205467351751
